film,character,cleaned_dialogue,sentiment_score,anger,disgust,fear,joy,neutral,sadness,surprise
Pulp Fiction,JULES,"� Okay now, tell me about the hash bars?",0.2263,0.1872263103723526,0.30324479937553406,0.0540148951113224,0.042559005320072174,0.37084686756134033,0.013092296198010445,0.029015809297561646
Pulp Fiction,VINCENT,What so you want to know?,0.1477,0.07901626080274582,0.019579296931624413,0.021012449637055397,0.010702713392674923,0.6000147461891174,0.011875652708113194,0.2577988803386688
Pulp Fiction,JULES,"Well, hash is legal there, right?",0.3818,0.07472429424524307,0.06233625486493111,0.0040341708809137344,0.012066930532455444,0.8394434452056885,0.003588334424421191,0.0038066452834755182
Pulp Fiction,VINCENT,"Yeah, it's legal, but is ain't a hundred percent legal. I mean you can't walk into a restaurant, roll a joint, and start puffin' away. You're only supposed to smoke in your home or certain designated places.",0.6428,0.08951176702976227,0.49403664469718933,0.0568864680826664,0.004908838775008917,0.33542317152023315,0.009840230457484722,0.00939286220818758
Pulp Fiction,JULES,Those are hash bars?,0.0,0.01601068302989006,0.013458611443638802,0.003424710128456354,0.006898567080497742,0.5107961893081665,0.0051772817969322205,0.4442339539527893
Pulp Fiction,VINCENT,"Yeah, it breaks down like this: it's legal to buy it, it's legal to own it and, if you're the proprietor of a hash bar, it's legal to sell it. It's legal to carry it, which doesn't really matter 'cause � get a load of this � if the cops stop you, it's illegal for this to search you. Searching you is a right that the cops in Amsterdam don't have.",0.1554,0.3228927552700043,0.1238107904791832,0.06228041276335716,0.011998748406767845,0.46229737997055054,0.01032316591590643,0.006396801210939884
Pulp Fiction,JULES,"That did it, man � I'm fuckin' goin', that's all there is to it.",0.0,0.24330167472362518,0.4434433877468109,0.014276517555117607,0.06663557887077332,0.15712463855743408,0.021569103002548218,0.05364907905459404
Pulp Fiction,VINCENT,You'll dig it the most. But you know what the funniest thing about Europe is?,0.7096,0.024232162162661552,0.06974058598279953,0.0023756432346999645,0.6282971501350403,0.2206486612558365,0.014509356580674648,0.040196493268013
Pulp Fiction,JULES,What?,0.0,0.03355671465396881,0.013810660690069199,0.009667801670730114,0.0025199183728545904,0.013868853449821472,0.004338851664215326,0.9222372174263
Pulp Fiction,VINCENT,"It's the little differences. A lotta the same shit we got here, they got there, but there they're a little different.",-0.3182,0.019510343670845032,0.08933231234550476,0.003536627162247896,0.0038236610125750303,0.8465237617492676,0.009373662993311882,0.02789967507123947
Pulp Fiction,JULES,Examples?,0.0,0.017382031306624413,0.013803087174892426,0.003858085721731186,0.005133305676281452,0.6529108285903931,0.004232615232467651,0.30268004536628723
Pulp Fiction,VINCENT,"Well, in Amsterdam, you can buy beer in a movie theatre. And I don't mean in a paper cup either. They give you a glass of beer, like in a bar. In Paris, you can buy beer at MacDonald's. Also, you know what they call a Quarter Pounder with Cheese in Paris?",0.5574,0.016654908657073975,0.2570405900478363,0.007064328994601965,0.007457153405994177,0.6853875517845154,0.00333543517626822,0.02306002378463745
Pulp Fiction,JULES,They don't call it a Quarter Pounder with Cheese?,0.0,0.03425572067499161,0.05950016528367996,0.0034621921367943287,0.002630630973726511,0.6197677254676819,0.003710108110681176,0.27667349576950073
Pulp Fiction,VINCENT,"No, they got the metric system there, they wouldn't know what the fuck a Quarter Pounder is.",-0.5423,0.615330159664154,0.28885334730148315,0.00510933855548501,0.0033631755504757166,0.052937451750040054,0.012671037577092648,0.021735509857535362
Pulp Fiction,JULES,What'd they call it?,0.0,0.04035989195108414,0.018798062577843666,0.008909551426768303,0.0028020618483424187,0.4985416829586029,0.0030101025477051735,0.4275786578655243
Pulp Fiction,VINCENT,Royale with Cheese.,0.0,0.01181531697511673,0.027140626683831215,0.004855266306549311,0.034225430339574814,0.884309709072113,0.011241975240409374,0.026411639526486397
Pulp Fiction,VINCENT,"Big Mac's a Big Mac, but they call it Le Big Mac.",0.0,0.011303038336336613,0.019749024882912636,0.006617353763431311,0.0039014399517327547,0.8927828073501587,0.026976166293025017,0.03867004066705704
Pulp Fiction,JULES,Le Big Mac. What do they call a Whopper?,0.0,0.014080635271966457,0.009610729292035103,0.019362539052963257,0.003795259865000844,0.234004944562912,0.004968785215169191,0.714177131652832
Pulp Fiction,VINCENT,"I dunno, I didn't go into a Burger King. But you know what they put on french fries in Holland instead of ketchup?",0.0,0.020686525851488113,0.11266324669122696,0.006508677266538143,0.004416781943291426,0.7820952534675598,0.005290033761411905,0.06833953410387039
Pulp Fiction,JULES,What?,0.0,0.03355671465396881,0.013810660690069199,0.009667801670730114,0.0025199183728545904,0.013868853449821472,0.004338851664215326,0.9222372174263
Pulp Fiction,VINCENT,Mayonnaise.,0.0,0.005183557514101267,0.014032813720405102,0.0024318292271345854,0.1619763970375061,0.7798908352851868,0.016689786687493324,0.019794724881649017
Pulp Fiction,JULES,Goddamn!,-0.5255,0.62028568983078,0.34309136867523193,0.0037016947753727436,0.0033696552272886038,0.006517441011965275,0.010315059684216976,0.01271913293749094
Pulp Fiction,VINCENT,"I seen 'em do it. And I don't mean a little bit on the side of the plate, they fuckin' drown 'em in it.",-0.6115,0.32279545068740845,0.5059722065925598,0.04492299258708954,0.010561277158558369,0.06402857601642609,0.026987163349986076,0.024732384830713272
Pulp Fiction,JULES,Uuccch!,0.0,0.22509567439556122,0.13577555119991302,0.01710081845521927,0.07795707881450653,0.11341210454702377,0.0302471611648798,0.4004116356372833
Pulp Fiction,JULES,We should have shotguns for this kind of deal.,0.0,0.04558492451906204,0.03718122839927673,0.010830514132976532,0.0038391791749745607,0.86344313621521,0.007253847550600767,0.031867265701293945
Pulp Fiction,VINCENT,How many up there?,0.0,0.00936736911535263,0.005531733389943838,0.0027362320106476545,0.0049863168969750404,0.22179989516735077,0.010616825893521309,0.744961678981781
Pulp Fiction,JULES,Three or four.,0.0,0.007578612770885229,0.02397431805729866,0.003950140904635191,0.005710618104785681,0.9473085999488831,0.0055885473266243935,0.00588908651843667
Pulp Fiction,VINCENT,Counting our guy?,0.0,0.03686210513114929,0.07721025496721268,0.0038578270468860865,0.006737146060913801,0.3536730408668518,0.008569000288844109,0.5130906105041504
Pulp Fiction,JULES,I'm not sure.,-0.2411,0.01647219806909561,0.0657707005739212,0.0361921526491642,0.004274521488696337,0.7663323283195496,0.023231975734233856,0.08772622048854828
Pulp Fiction,VINCENT,So there could be five guys up there?,0.0,0.008996852673590183,0.011574601754546165,0.006567475385963917,0.0065517607145011425,0.7858642339706421,0.005562552250921726,0.17488253116607666
Pulp Fiction,JULES,It's possible.,0.0,0.00957665778696537,0.007785050664097071,0.012765551917254925,0.04394619166851044,0.8451367020606995,0.005922896321862936,0.07486695796251297
Pulp Fiction,VINCENT,We should have fuckin' shotguns.,0.0,0.7785309553146362,0.17327003180980682,0.010475358925759792,0.0015070504741743207,0.01674034632742405,0.01362124178558588,0.005855122115463018
Pulp Fiction,VINCENT,What's her name?,0.0,0.020365476608276367,0.007930871099233627,0.010968524031341076,0.0030820320826023817,0.35314464569091797,0.008223808370530605,0.5962846875190735
Pulp Fiction,JULES,Mia.,-0.296,0.009397336281836033,0.08495346456766129,0.012219084426760674,0.004572873469442129,0.8384429812431335,0.027897177264094353,0.022517044097185135
Pulp Fiction,VINCENT,How did Marsellus and her meet?,0.0,0.012185784056782722,0.003998414613306522,0.026427170261740685,0.004390352871268988,0.5665542483329773,0.0066364300437271595,0.37980765104293823
Pulp Fiction,JULES,"I dunno, however people meet people. She usta be an actress.",0.0,0.026062490418553352,0.1813298463821411,0.008341723121702671,0.008872645907104015,0.704090416431427,0.008041172288358212,0.06326171010732651
Pulp Fiction,VINCENT,She ever do anything I woulda saw?,0.0,0.32375845313072205,0.039075881242752075,0.20591658353805542,0.00996417086571455,0.07149528712034225,0.014127075672149658,0.3356626331806183
Pulp Fiction,JULES,I think her biggest deal was she starred in a pilot.,0.0,0.01392778754234314,0.026496095582842827,0.008599935099482536,0.6757941842079163,0.14761140942573547,0.0063169244676828384,0.12125365436077118
Pulp Fiction,VINCENT,What's a pilot?,0.0,0.028456613421440125,0.020011747255921364,0.004040482919663191,0.0020291998516768217,0.059092238545417786,0.004344311077147722,0.8820253610610962
Pulp Fiction,JULES,"Well, you know the shows on TV?",0.2732,0.06937027722597122,0.1736726015806198,0.010808239690959454,0.06908831000328064,0.5987057685852051,0.011082582175731659,0.06727223098278046
Pulp Fiction,VINCENT,I don't watch TV.,0.0,0.03191377967596054,0.09987785667181015,0.019169950857758522,0.00748075358569622,0.6452775001525879,0.18612557649612427,0.010154583491384983
Pulp Fiction,JULES,"Yes, but you're aware that there's an invention called television, and on that invention they show shows?",0.2144,0.014622664079070091,0.01695863902568817,0.004151173867285252,0.006560339126735926,0.6778528690338135,0.005132719874382019,0.27472159266471863
Pulp Fiction,VINCENT,Yeah.,0.296,0.011870546266436577,0.09604515880346298,0.013104675337672234,0.0064036548137664795,0.8143123984336853,0.05106893554329872,0.0071945711970329285
Pulp Fiction,JULES,"Well, the way they pick the shows on TV is they make one show, and that show's called a pilot. And they show that one show to the people who pick the shows, and on the strength of that one show, they decide if they want to make more shows. Some get accepted and become TV programs, and some don't, and become nothing. She starred in one of the ones that became nothing.",0.7717,0.022678030654788017,0.026065314188599586,0.0010210450273007154,0.004830138757824898,0.9335231184959412,0.005488940514624119,0.0063934288918972015
Pulp Fiction,JULES,"You remember Antwan Rockamora? Half- black, half-Samoan, usta call him Tony Rocky Horror.",-0.5719,0.007867197506129742,0.023540595546364784,0.048414867371320724,0.015030676499009132,0.7758113741874695,0.012660779990255833,0.1166745126247406
Pulp Fiction,VINCENT,"Yeah maybe, fat right?",0.296,0.023975195363163948,0.42988020181655884,0.00882385578006506,0.016065474599599838,0.4966129958629608,0.01483438815921545,0.009807887487113476
Pulp Fiction,JULES,"I wouldn't go so far as to call the brother fat. He's got a weight problem. What's the nigger gonna do, he's Samoan.",-0.7906,0.06203155219554901,0.6487025022506714,0.009511326439678669,0.0025534946471452713,0.247893825173378,0.015325666405260563,0.013981661759316921
Pulp Fiction,VINCENT,"I think I know who you mean, what about him?",0.0,0.05059744417667389,0.03788422420620918,0.011467221193015575,0.01895979791879654,0.10148893296718597,0.0067229666747152805,0.7728794813156128
Pulp Fiction,JULES,"Well, Marsellus fucked his ass up good. And word around the campfire, it was on account of Marsellus Wallace's wife.",-0.5994,0.2544911205768585,0.6749557256698608,0.009216496720910072,0.003136164741590619,0.04460718482732773,0.008762574754655361,0.004830784630030394
Pulp Fiction,VINCENT,"What'd he do, fuck her?",-0.5423,0.8127881288528442,0.08118963986635208,0.05648599937558174,0.0025267135351896286,0.009742338210344315,0.008670801296830177,0.02859642542898655
Pulp Fiction,JULES,"No no no no no no no, nothin' that bad.",0.4479,0.1283007115125656,0.2696664333343506,0.3649388551712036,0.005798432044684887,0.12105179578065872,0.10452362895011902,0.005720105022192001
Pulp Fiction,VINCENT,Well what then?,0.2732,0.2524087429046631,0.13083407282829285,0.0065590934827923775,0.010828209109604359,0.19876869022846222,0.009815786965191364,0.3907853662967682
Pulp Fiction,JULES,He gave her a foot massage.,0.0,0.011739037930965424,0.9676666259765625,0.006627804599702358,0.0007084833923727274,0.004535872023552656,0.007956141605973244,0.0007659231778234243
Pulp Fiction,VINCENT,A foot massage?,0.0,0.008418808691203594,0.03944707289338112,0.011949516832828522,0.0037205119151622057,0.14406412839889526,0.007240528706461191,0.7851594090461731
Pulp Fiction,VINCENT,That's all?,0.0,0.032190363854169846,0.02179158851504326,0.0021374786738306284,0.007479055318981409,0.10065791755914688,0.0030884724110364914,0.832655131816864
Pulp Fiction,VINCENT,What did Marsellus do?,0.0,0.022636808454990387,0.012369227595627308,0.028600474819540977,0.002405148930847645,0.7310941219329834,0.006625403184443712,0.19626882672309875
Pulp Fiction,JULES,"Sent a couple of guys over to his place. They took him out on the patio of his apartment, threw his ass over the balcony. Nigger fell four stories. They had this garden at the bottom, enclosed in glass, like one of them greenhouses � nigger fell through that. Since then, he's kinda developed a speech impediment.",-0.891,0.03790253773331642,0.8404291272163391,0.02464207448065281,0.004414089024066925,0.054585035890340805,0.015272821299731731,0.022754289209842682
Pulp Fiction,VINCENT,That's a damn shame.,-0.7003,0.0616784393787384,0.9056098461151123,0.003051966428756714,0.0007398148882202804,0.013784217648208141,0.009974037297070026,0.005161652807146311
Pulp Fiction,VINCENT,"Still I hafta say, play with matches, ya get burned.",0.34,0.6510165333747864,0.18329669535160065,0.02164534479379654,0.005605918820947409,0.07670492678880692,0.05562818795442581,0.006102433428168297
Pulp Fiction,JULES,Whaddya mean?,0.0,0.1552332192659378,0.11109156906604767,0.007903963327407837,0.012762440368533134,0.04159294813871384,0.011460755951702595,0.6599551439285278
Pulp Fiction,VINCENT,You don't be givin' Marsellus Wallace's new bride a foot massage.,0.0,0.0696791559457779,0.41680192947387695,0.02189827524125576,0.04245838522911072,0.36805006861686707,0.055896274745464325,0.025215843692421913
Pulp Fiction,JULES,You don't think he overreacted?,0.3089,0.038533180952072144,0.020871534943580627,0.003719820873811841,0.004043692722916603,0.04116837680339813,0.004152925219386816,0.8875104784965515
Pulp Fiction,VINCENT,"Antwan probably didn't expect Marsellus to react like he did, but he had to expect a reaction.",0.1901,0.01598125509917736,0.004572263918817043,0.005579812452197075,0.005151035264134407,0.5004631876945496,0.003849949222058058,0.4644024074077606
Pulp Fiction,JULES,"It was a foot massage, a foot massage is nothing, I give my mother a foot massage.",0.0,0.01189340464770794,0.42960599064826965,0.02922104112803936,0.011049889959394932,0.4712560772895813,0.02129887416958809,0.025674642994999886
Pulp Fiction,VINCENT,"It's laying hands on Marsellus Wallace's new wife in a familiar way. Is it as bad as eatin' her out � no, but you're in the same fuckin' ballpark.",-0.3071,0.04446978121995926,0.8590844869613647,0.026286059990525246,0.0046571241691708565,0.03180701285600662,0.026666197925806046,0.007029409054666758
Pulp Fiction,JULES,"Whoa... whoa... whoa... stop right there. Eatin' a bitch out, and givin' a bitch a foot massage ain't even the same fuckin' thing.",-0.8689,0.149651437997818,0.10829785466194153,0.017719414085149765,0.01714017055928707,0.0213844645768404,0.059768542647361755,0.626038134098053
Pulp Fiction,VINCENT,"Not the same thing, the same ballpark.",0.0,0.00739021971821785,0.01349604967981577,0.0023076185025274754,0.0032052595634013414,0.9401180744171143,0.011633101850748062,0.021849697455763817
Pulp Fiction,JULES,"It ain't no ballpark either. Look maybe your method of massage differs from mine, but touchin' his lady's feet, and stickin' your tongue in her holyiest of holyies, ain't the same ballpark, ain't the same league, ain't even the same fuckin' sport. Foot massages don't mean shit.",0.652,0.07501507550477982,0.8176410794258118,0.00918578915297985,0.0025818238500505686,0.07936639338731766,0.009301814250648022,0.006908096373081207
Pulp Fiction,VINCENT,Have you ever given a foot massage?,0.0,0.008763981983065605,0.20736004412174225,0.06984271109104156,0.00817387830466032,0.5237482190132141,0.041627366095781326,0.1404838263988495
Pulp Fiction,JULES,Don't be tellin' me about foot massages � I'm the foot fuckin' master.,0.0,0.34354960918426514,0.3800269365310669,0.11638376116752625,0.01579645462334156,0.07802840322256088,0.04697377234697342,0.019241096451878548
Pulp Fiction,VINCENT,Given a lot of 'em?,0.0,0.0270573478192091,0.040236905217170715,0.005540749523788691,0.008762940764427185,0.3495391309261322,0.01876251772046089,0.5501003861427307
Pulp Fiction,JULES,"Shit yeah. I got my technique down man, I don't tickle or nothin'.",-0.34,0.286948561668396,0.5442057847976685,0.03573794290423393,0.010120809078216553,0.08472665399312973,0.021651845425367355,0.016608405858278275
Pulp Fiction,VINCENT,Have you ever given a guy a foot massage?,0.0,0.02778041921555996,0.360694944858551,0.02233886905014515,0.006661665625870228,0.3334417939186096,0.015721067786216736,0.23336119949817657
Pulp Fiction,JULES,Fuck you.,-0.5423,0.8312132358551025,0.13997100293636322,0.004709924571216106,0.0018471182556822896,0.010072452947497368,0.007840597070753574,0.004345754627138376
Pulp Fiction,VINCENT,How many?,0.0,0.009801231324672699,0.0047440496273338795,0.003269149689003825,0.0038733319379389286,0.28484225273132324,0.006903775967657566,0.6865662336349487
Pulp Fiction,JULES,Fuck you.,-0.5423,0.8312132358551025,0.13997100293636322,0.004709924571216106,0.0018471182556822896,0.010072452947497368,0.007840597070753574,0.004345754627138376
Pulp Fiction,VINCENT,Would you give me a foot massage � I'm kinda tired.,-0.3832,0.012887518852949142,0.15407215058803558,0.13228337466716766,0.017387235537171364,0.32372456789016724,0.31620895862579346,0.04343622550368309
Pulp Fiction,JULES,"Man, you best back off, I'm gittin' pissed � this is the door.",0.0,0.8134937882423401,0.10567072778940201,0.010866612195968628,0.006925193127244711,0.028414452448487282,0.02684537135064602,0.007783909328281879
Pulp Fiction,JULES,What time is it?,0.0,0.02778012305498123,0.009365391917526722,0.01322411373257637,0.0018866604659706354,0.7226056456565857,0.009456316009163857,0.21568168699741364
Pulp Fiction,JULES,"It ain't quite time, let's hang back.",0.0,0.020023370161652565,0.04159686341881752,0.01158120483160019,0.041786499321460724,0.7905533313751221,0.08773215860128403,0.006726576015353203
Pulp Fiction,JULES,"Look, just because I wouldn't give no man a foot massage, don't make it right for Marsellus to throw Antwan off a building into a glass- motherfuckin-house, fuckin' up the way the nigger talks. That ain't right, man. Motherfucker do that to me, he better paralyze my ass, 'cause I'd kill'a motherfucker.",-0.7139,0.6078519225120544,0.12509721517562866,0.2135273516178131,0.002837612759321928,0.021972928196191788,0.02331291325390339,0.005400137044489384
Pulp Fiction,VINCENT,"I'm not sayin' he was right, but you're sayin' a foot massage don't mean nothing, and I'm sayin' it does. I've given a million ladies a million foot massages and they all meant somethin'. We act like they don't, but they do. That's what's so fuckin' cool about 'em. This sensual thing's goin' on that nobody's talkin about, but you know it and she knows it, fuckin' Marsellus knew it, and Antwan shoulda known fuckin' better. That's his fuckin' wife, man. He ain't gonna have a sense of humor about that shit.",0.8441,0.12722712755203247,0.6448004245758057,0.007080396171659231,0.037712693214416504,0.15169879794120789,0.018375925719738007,0.01310462225228548
Pulp Fiction,JULES,"That's an interesting point, but let's get into character.",0.2144,0.007253867108374834,0.030935371294617653,0.0048931255005300045,0.13343249261379242,0.7582279443740845,0.005553652532398701,0.05970356613397598
Pulp Fiction,VINCENT,What's her name again?,0.0,0.019886834546923637,0.00877060741186142,0.008044566959142685,0.002457953058183193,0.11699870973825455,0.006990816909819841,0.8368505239486694
Pulp Fiction,JULES,Mia. Why you so interested in big man's wife?,0.3163,0.016225498169660568,0.0054146950133144855,0.005344637203961611,0.0041341218166053295,0.08357212692499161,0.004873019177466631,0.8804358839988708
Pulp Fiction,VINCENT,"Well, Marsellus is leavin' for Florida and when he's gone, he wants me to take care of Mia.",0.4767,0.029932327568531036,0.06842997670173645,0.009200789965689182,0.014864514581859112,0.7087563872337341,0.16172175109386444,0.007094200700521469
Pulp Fiction,JULES,Take care of her?,0.4939,0.4493477940559387,0.09041181206703186,0.03696043789386749,0.005813132040202618,0.3647671341896057,0.024338746443390846,0.028360867872834206
Pulp Fiction,VINCENT,Not that! Take her out. Show her a good time. Don't let her get lonely.,0.1759,0.8911172747612,0.02303333953022957,0.05078113079071045,0.003349605482071638,0.01552915945649147,0.012862258590757847,0.0033273031003773212
Pulp Fiction,JULES,You're gonna be takin' Mia Wallace out on a date?,-0.296,0.13423657417297363,0.09557809680700302,0.021917158737778664,0.11830385774374008,0.13617879152297974,0.0370393730700016,0.4567461907863617
Pulp Fiction,VINCENT,It ain't a date. It's like when you and your buddy's wife go to a movie or somethin'. It's just... you know... good company.,0.6597,0.019720658659934998,0.0494832806289196,0.0028795767575502396,0.31636688113212585,0.5917006134986877,0.008395352400839329,0.011453701183199883
Pulp Fiction,VINCENT,It's not a date.,0.0,0.010561054572463036,0.010560540482401848,0.007284400053322315,0.002968225162476301,0.81680828332901,0.0932883471250534,0.0585290789604187
Pulp Fiction,JULES,Hey kids.,0.0,0.021274559199810028,0.01261999923735857,0.0021412596106529236,0.7299734950065613,0.18307577073574066,0.017605921253561974,0.03330902382731438
Pulp Fiction,JULES,How you boys doin'?,0.0,0.15661509335041046,0.07805068045854568,0.02379121072590351,0.061127446591854095,0.2928001582622528,0.07434454560279846,0.3132708966732025
Pulp Fiction,JULES,Do you know who we are?,0.0,0.1119842603802681,0.05974564328789711,0.02227518893778324,0.053396135568618774,0.23139448463916779,0.018522638827562332,0.5026816725730896
Pulp Fiction,JULES,"We're associates of your business partner Marsellus Wallace, you remember your business partner dont'ya?",0.0,0.02504315972328186,0.03887563198804855,0.012280710972845554,0.007933069951832294,0.6293666362762451,0.01109157595783472,0.27540916204452515
Pulp Fiction,JULES,"I thought so. Well, you remember your business partner Marsellus Wallace, dont'ya Brett?",0.2732,0.02321174554526806,0.042350295931100845,0.007887336425483227,0.015436870977282524,0.7224372029304504,0.011530089192092419,0.17714646458625793
Pulp Fiction,JULES,"Good for you. Looks like me and Vincent caught you at breakfast, sorry 'bout that. What'cha eatin'?",0.6249,0.018281172960996628,0.06330215930938721,0.012982518412172794,0.1198432520031929,0.35926222801208496,0.35162314772605896,0.07470551878213882
Pulp Fiction,JULES,Hamburgers. The cornerstone of any nutritious breakfast. What kinda hamburgers?,0.0,0.013394827954471111,0.14587077498435974,0.00531541183590889,0.022854287177324295,0.79741370677948,0.004620706662535667,0.010530288331210613
Pulp Fiction,JULES,"No, I mean where did you get'em? MacDonald's, Wendy's, Jack-in-the- Box, where?",0.0,0.07954224199056625,0.08094290643930435,0.015281244181096554,0.006038583815097809,0.07485893368721008,0.016279766336083412,0.7270562648773193
Pulp Fiction,JULES,"Big Kahuna Burger. That's that Hawaiian burger joint. I heard they got some tasty burgers. I ain't never had one myself, how are they?",0.0,0.01067767757922411,0.00803388375788927,0.0022748943883925676,0.027067989110946655,0.45054858922958374,0.004744387697428465,0.49665263295173645
Pulp Fiction,JULES,Mind if I try one of yours?,0.0,0.2456250935792923,0.25250113010406494,0.06010427698493004,0.0031204470433294773,0.4054752290248871,0.01845766045153141,0.01471620425581932
Pulp Fiction,JULES,"Yours is this one, right?",0.0,0.045267295092344284,0.06681045889854431,0.0059848809614777565,0.1160808727145195,0.5653034448623657,0.01850925199687481,0.18204385042190552
Pulp Fiction,JULES,"Uuummmm, that's a tasty burger.",0.0,0.002163121709600091,0.007526610512286425,0.0010488167172297835,0.8136996626853943,0.14610092341899872,0.003145056776702404,0.02631589025259018
Pulp Fiction,VINCENT,No.,0.0,0.010668220929801464,0.05743876099586487,0.015797311440110207,0.005762179847806692,0.8298869132995605,0.06574296206235886,0.014703616499900818
Pulp Fiction,JULES,"You wanna bite, they're real good.",0.4404,0.09121505171060562,0.11556074023246765,0.019821349531412125,0.11711789667606354,0.6239643692970276,0.014644213020801544,0.01767636276781559
Pulp Fiction,VINCENT,I ain't hungry.,0.0,0.017176911234855652,0.05863623321056366,0.00574463652446866,0.017141103744506836,0.46630045771598816,0.4240904450416565,0.010910289362072945
Pulp Fiction,JULES,"Well, if you like hamburgers give 'em a try sometime. Me, I can't usually eat 'em 'cause my girlfriend's a vegetarian. Which more or less makes me a vegetarian, but I sure love the taste of a good burger.",0.9423,0.01886429823935032,0.07400862872600555,0.00392967090010643,0.3463779389858246,0.5319096446037292,0.018261099234223366,0.006648778449743986
Pulp Fiction,JULES,"Tell 'em, Vincent.",0.0,0.07705480605363846,0.030334634706377983,0.013735562562942505,0.036747392266988754,0.7977603673934937,0.021336574107408524,0.02303067408502102
Pulp Fiction,VINCENT,Royale with Cheese.,0.0,0.01181531697511673,0.027140626683831215,0.004855266306549311,0.034225430339574814,0.884309709072113,0.011241975240409374,0.026411639526486397
Pulp Fiction,JULES,"Royale with Cheese, you know why they call it that?",0.0,0.022955941036343575,0.031013766303658485,0.003655647160485387,0.019748574122786522,0.8222998976707458,0.0046144044026732445,0.09571181237697601
Pulp Fiction,JULES,"Check out the big brain on Brett. You'a smart motherfucker, that's right. The metric system.",-0.4404,0.6363669037818909,0.21435536444187164,0.003699771361425519,0.009566277265548706,0.11037641763687134,0.00836995244026184,0.01726529188454151
Pulp Fiction,JULES,"Sprite, good, mind if I have some of your tasty beverage to wash this down with?",0.4404,0.04371534287929535,0.29866695404052734,0.007884620688855648,0.07265449315309525,0.5569432973861694,0.015355303883552551,0.0047799707390367985
Pulp Fiction,JULES,"Uuuuummmm, hit's the spot!",0.0,0.07940604537725449,0.06054519861936569,0.018236132338643074,0.06748444586992264,0.2566621005535126,0.014855904504656792,0.5028101205825806
Pulp Fiction,JULES,"Then why don't you tell my boy here Vince, where you got the shit hid.",0.8402,0.7725476026535034,0.13003738224506378,0.029564905911684036,0.0028774680104106665,0.03483186662197113,0.013221553526818752,0.01691914163529873
Pulp Fiction,JULES,� I don't remember askin' you a goddamn thing.,-0.4767,0.5873107314109802,0.27011922001838684,0.02862580493092537,0.006155914627015591,0.01643257774412632,0.02124178409576416,0.07011400163173676
Pulp Fiction,VINCENT,Got it.,0.0,0.04300711303949356,0.010431565344333649,0.003908244427293539,0.028969036415219307,0.8599745631217957,0.010624200105667114,0.04308520630002022
Pulp Fiction,JULES,We happy?,0.5719,0.008860006928443909,0.0015380100812762976,0.0006739688687957823,0.7635301947593689,0.022811882197856903,0.007874874398112297,0.19471101462841034
Pulp Fiction,JULES,Vincent!,0.0,0.17983557283878326,0.01564035937190056,0.007780130486935377,0.21156826615333557,0.0850706547498703,0.0195359718054533,0.480569064617157
Pulp Fiction,JULES,We happy?,0.5719,0.008860006928443909,0.0015380100812762976,0.0006739688687957823,0.7635301947593689,0.022811882197856903,0.007874874398112297,0.19471101462841034
